name,rate,location,cuisines,cost_for_two
"Pizza Stop,New BEL Road",3.1,New BEL Road,"Pizza, Italian, Delivery, Dine-out",600
"Andhra Spice Mess,New BEL Road",3.4,New BEL Road,"Andhra, Biryani, North Indian, Chinese, Delivery, Dine-out",250
"Baskin Robbins,New BEL Road",3.6,New BEL Road,"Ice Cream, Desserts, Delivery, Desserts",250
"Tandoori Delight,New BEL Road",3.0,New BEL Road,"North Indian, Chinese, Delivery, Dine-out",300
"B1,New BEL Road",3.9,New BEL Road,"Continental, Burger, Italian, Pizza, North Indian, Salad, Delivery, Dine-out, Drinks & nightlife, Pubs and bars",1100
"Chef Baker's,New BEL Road",3.7,New BEL Road,"Bakery, Delivery, Desserts, Dine-out",450
"Chef Kitchen,New BEL Road",3.7,New BEL Road,"North Indian, Biryani, Charcoal Chicken, Delivery",200
"Hatti Kaapi,New BEL Road",3.7,New BEL Road,"South Indian, Street Food, Delivery, Dine-out",200
"Nandhana Palace,New BEL Road",4.2,New BEL Road,"Andhra, Biryani, North Indian, Chinese, Delivery, Dine-out",800
"Domino's Pizza,New BEL Road",3.9,New BEL Road,"Pizza, Fast Food, Delivery, Dine-out",400
"Sholay - The Barbeque,New BEL Road",3.5,New BEL Road,"North Indian, BBQ, Delivery, Dine-out",1200
"Rigan Hyderabadi Bawarchi,New BEL Road",3.6,New BEL Road,"Biryani, North Indian, Chinese, Delivery, Dine-out",700
"Just@99,New BEL Road",3.1,New BEL Road,"Chinese, South Indian, North Indian, Delivery",300
"Have More,New BEL Road",3.9,New BEL Road,"North Indian, Delivery, Dine-out",700
"Snow Lion Tibet Kitchen,New BEL Road",3.9,New BEL Road,"Tibetan, Asian, Thai, Chinese, Momos, Delivery, Dine-out",400
"Subway,New BEL Road",3.7,New BEL Road,"Healthy Food, Sandwich, Salad, Delivery, Dine-out",500
"Prashant Naati Corner,New BEL Road",4.0,New BEL Road,"South Indian, Biryani, Delivery, Dine-out",400
"Biryani Empire,New BEL Road",3.0,New BEL Road,"Biryani, Delivery",400
"Nandhini Deluxe,New BEL Road",3.7,New BEL Road,"North Indian, Delivery, Dine-out",600
"Lincoln Bistro,New BEL Road",4.3,New BEL Road,"North Indian, Mughlai, Asian, Chinese, Delivery, Dine-out",800
"Natural Ice Cream,New BEL Road",4.3,New BEL Road,"Ice Cream, Beverages, Delivery, Desserts",200
"7th Heaven,New BEL Road",3.6,New BEL Road,"Bakery, Desserts, Delivery, Desserts",300
"Just Bake,New BEL Road",3.5,New BEL Road,"Bakery, Delivery, Desserts, Dine-out",400
"Black Jack,New BEL Road",3.7,New BEL Road,"North Indian, Chinese, Delivery, Dine-out, Drinks & nightlife, Pubs and bars",1400
"Gowdru Mane,New BEL Road",3.6,New BEL Road,"Andhra, North Indian, Chinese, Delivery, Dine-out",300
"Smogrill,New BEL Road",3.7,New BEL Road,"North Indian, Mughlai, Chinese, Beverages, Delivery",150
"Bhukkad,New BEL Road",3.3,New BEL Road,"North Indian, Mughlai, Delivery, Dine-out",300
"Rolls Kitchen,New BEL Road",3.5,New BEL Road,"Fast Food, Rolls, Delivery, Dine-out",250
"Subhash Mess,New BEL Road",3.7,New BEL Road,"North Indian, Delivery, Dine-out",200
"Cinnamon - Grills and Gourmet,New BEL Road",3.6,New BEL Road,"Chinese, South Indian, Delivery, Dine-out",400
"Lazeez Fast Food,New BEL Road",3.7,New BEL Road,"North Indian, Chinese, Biryani, Rolls, Delivery, Dine-out",300
"Q3 Food Corner,New BEL Road",3.7,New BEL Road,"South Indian, North Indian, Delivery, Dine-out",500
"Deepak Paratha Plaza,New BEL Road",3.5,New BEL Road,"North Indian, Street Food, Delivery, Dine-out",200
"The Snnackos,New BEL Road",3.7,New BEL Road,"North Indian, Fast Food, Delivery, Dine-out",250
"BBQ Nation Delivery,New BEL Road",3.7,New BEL Road,"BBQ, Mughlai, Delivery",750
"Jeet Punjabi Tadka,New BEL Road",3.5,New BEL Road,"North Indian, South Indian, Delivery, Dine-out",500
"Little Bites,New BEL Road",3.8,New BEL Road,"Fast Food, Delivery, Dine-out",400
"Wow! Sikkim Momo,New BEL Road",3.2,New BEL Road,"Chinese, North Indian, Momos, Delivery, Dine-out",150
"Biryani King,New BEL Road",3.7,New BEL Road,"Biryani, North Indian, Chinese, Delivery, Dine-out",400
"S L N Paratha Center,New BEL Road",3.3,New BEL Road,"North Indian, Delivery, Dine-out",200
"Shivas Family Restaurant,New BEL Road",3.4,New BEL Road,"North Indian, Chinese, Delivery, Dine-out",550
"NalaMaharaja,New BEL Road",3.3,New BEL Road,"North Indian, Delivery, Dine-out",500
"Sindhu Family Restaurant,New BEL Road",3.2,New BEL Road,"North Indian, Chinese, Seafood, Delivery, Dine-out",600
"Lan Thai,New BEL Road",4.0,New BEL Road,"Thai, Delivery, Dine-out",800
"Bihar Bhojanalaya,New BEL Road",3.1,New BEL Road,"North Indian, Bihari, Delivery, Dine-out",200
"Ambarsaria,New BEL Road",2.7,New BEL Road,"North Indian, Delivery, Dine-out",800
"Taste Buds,New BEL Road",3.7,New BEL Road,"South Indian, Kerala, North Indian, Delivery, Dine-out",200
"Udupi Tazza Thindi,New BEL Road",3.2,New BEL Road,"South Indian, North Indian, Chinese, Delivery, Dine-out",300
"Aarti Paratha & Rolls Corner,New BEL Road",3.6,New BEL Road,"North Indian, Fast Food, Delivery, Dine-out",200
"Durga Mess,New BEL Road",3.6,New BEL Road,"North Indian, Delivery, Delivery, Dine-out",150
"Kabab Bite,New BEL Road",3.7,New BEL Road,"North Indian, Chinese, Biryani, Delivery, Dine-out",400
"Cooking Restaurant,New BEL Road",3.7,New BEL Road,"North Indian, Delivery, Dine-out",200
"Ketty's Corner,New BEL Road",3.3,New BEL Road,"Fast Food, Street Food, Beverages, Delivery, Dine-out",200
"Thindipotha,New BEL Road",3.7,New BEL Road,"Biryani, Delivery",300
"D'7 Feast Resto Cafe,New BEL Road",4.1,New BEL Road,"Burger, Pizza, Continental, Delivery, Dine-out",600
"Koithio Kitchen,New BEL Road",3.3,New BEL Road,"Chinese, Momos, Delivery, Dine-out",600
"Sweet Chariot,New BEL Road",2.7,New BEL Road,"Bakery, Fast Food, Delivery, Desserts",500
"Bengal Biriyani,New BEL Road",2.9,New BEL Road,"Biryani, Delivery, Dine-out",150
"Tasty Corner,New BEL Road",3.6,New BEL Road,"South Indian, Delivery, Dine-out",200
"Kolkata Famous Kati Roll,New BEL Road",3.4,New BEL Road,"Rolls, Delivery",200
"Orissa Dining Mess,New BEL Road",3.7,New BEL Road,"Bengali, North Indian, Delivery, Dine-out",300
"Andhra Mess,New BEL Road",3.7,New BEL Road,"South Indian, Delivery, Dine-out",300
"Desi Rasoi,New BEL Road",3.7,New BEL Road,"Fast Food, North Indian, Delivery, Dine-out",300
"Eatsaa,New BEL Road",3.5,New BEL Road,"Chinese, Delivery, Dine-out",300
"Lotus Bell,New BEL Road",3.7,New BEL Road,"North Indian, Chinese, Delivery, Dine-out",500
"Home Kitchen,New BEL Road",3.7,New BEL Road,"North Indian, Delivery",250
"Qooked Restaurant,New BEL Road",3.3,New BEL Road,"South Indian, Andhra, Chinese, North Indian, Delivery, Dine-out",300
"Kake Ka Hotel,New BEL Road",3.7,New BEL Road,"North Indian, Delivery",400
"GET ur FIX @ Chote Miya,New BEL Road",3.3,New BEL Road,"Fast Food, Delivery, Dine-out",300
"Hotel Tasty Land,New BEL Road",3.7,New BEL Road,"Chinese, South Indian, Delivery, Dine-out",200
"Rumi's,New BEL Road",3.7,New BEL Road,"Biryani, Chinese, Rolls, Delivery, Dine-out",300
"Ice Magic,New BEL Road",3.4,New BEL Road,"Ice Cream, Fast Food, Beverages, Burger, Desserts, Juices, Delivery, Dine-out",250
"Munch Box,New BEL Road",3.7,New BEL Road,"North Indian, Fast Food, South Indian, Delivery, Dine-out",400
"Midnight Hunger Project,New BEL Road",3.2,New BEL Road,"North Indian, South Indian, Chinese, Delivery",300
"Doner Bel,New BEL Road",3.4,New BEL Road,"Turkish, Chinese, Delivery, Dine-out",400
"United Cafe & Fastfood,New BEL Road",3.7,New BEL Road,"Fast Food, North Indian, Delivery, Dine-out",400
"Shawarma & Kolkata Rolls,New BEL Road",3.3,New BEL Road,"Rolls, Fast Food, Delivery, Dine-out",100
"Sunmart Ice Cream Parlour,New BEL Road",3.7,New BEL Road,"Ice Cream, Delivery, Desserts",100
"New Ambur Hot Dum Biriyani,New BEL Road",3.7,New BEL Road,"Biryani, Delivery, Dine-out",200
"Sri Vasavi Bangarpet Chats,New BEL Road",3.7,New BEL Road,"Fast Food, Delivery",300
"La Mirch,New BEL Road",3.7,New BEL Road,"North Indian, Kashmiri, Delivery",400
"Swaad,New BEL Road",3.7,New BEL Road,"Bengali, Delivery",400
"Hotpot EggStacy Chinese,New BEL Road",3.7,New BEL Road,"Chinese, Delivery, Dine-out",250
"Loca - The World Of Kitchen,New BEL Road",3.7,New BEL Road,"South Indian, Delivery, Dine-out",200
"Rabi North Indian Food,New BEL Road",3.7,New BEL Road,"North Indian, Chinese, Delivery, Dine-out",250
"Tasty Fast Food,New BEL Road",3.2,New BEL Road,"North Indian, Chinese, Delivery, Dine-out",250
"New Prashanth Natti Style,New BEL Road",3.7,New BEL Road,"South Indian, Biryani, Delivery, Dine-out",300
"Bengaluru Hut,New BEL Road",3.7,New BEL Road,"South Indian, Delivery, Dine-out",150
"Akshaya Spice,New BEL Road",3.7,New BEL Road,"Andhra, Chinese, North Indian, Delivery, Dine-out",300
"Patville,New BEL Road",3.1,New BEL Road,"Desserts, Delivery, Desserts",300
"Yumkiin,New BEL Road",3.7,New BEL Road,"Bengali, South Indian, Bihari, Oriya, North Indian, Delivery",250
"Bake-A-Luru,New BEL Road",3.7,New BEL Road,"Bakery, Desserts, Delivery, Desserts",500
"Ootada Dabba,New BEL Road",3.7,New BEL Road,"South Indian, Delivery",200
"Belly Doze,New BEL Road",3.6,New BEL Road,"North Indian, Mughlai, Chinese, Delivery",600
"Boys Home,New BEL Road",3.7,New BEL Road,"North Indian, South Indian, Delivery",100
"Crispy Clouds,New BEL Road",3.7,New BEL Road,"Bakery, Desserts, Delivery, Desserts",300
"Tripti Hotel & Restaurant,New BEL Road",3.6,New BEL Road,"Biryani, South Indian, North Indian, Delivery, Dine-out",200
"Ministry of Burger,New BEL Road",3.7,New BEL Road,"Continental, Delivery",500
"Food Feed Restaurant,New BEL Road",3.7,New BEL Road,"Arabian, Chinese, Kerala, North Indian, Delivery, Dine-out",750
"Kolkatta Famous Kati Rolls,New BEL Road",3.7,New BEL Road,"Rolls, Delivery",150
"Mr. Chef,New BEL Road",3.2,New BEL Road,"North Indian, Chinese, Biryani, Delivery, Dine-out",500
"Om Meals & Paratha Junction,New BEL Road",3.7,New BEL Road,"North Indian, Delivery",100
"Kusum Rolls,New BEL Road",3.6,New BEL Road,"Street Food, Delivery, Dine-out",300
"BOX8- Desi Meals,New BEL Road",4.4,New BEL Road,"North Indian, Mughlai, Fast Food, Delivery",500
"Mojo Pizza - 2X Toppings,New BEL Road",4.2,New BEL Road,"Pizza, Delivery",600
"Corner House Ice Cream,New BEL Road",4.5,New BEL Road,"Ice Cream, Desserts, Desserts",400
"The Waffle Yard,New BEL Road",4.2,New BEL Road,"Desserts, Fast Food, Desserts, Dine-out",300
"Amma's Pastries,New BEL Road",3.9,New BEL Road,"Bakery, Desserts, Desserts",400
"Kanti Sweets,New BEL Road",4.0,New BEL Road,"Mithai, Street Food, Desserts",400
"1 Fahreheit,New BEL Road",3.7,New BEL Road,"Desserts, Ice Cream, Desserts",200
"KC Das - Sweet House,New BEL Road",3.0,New BEL Road,"Mithai, Street Food, Desserts",200
"Lassi Shop,New BEL Road",3.6,New BEL Road,"Beverages, Ice Cream, Desserts",200
"Nandhana Mithai,New BEL Road",3.7,New BEL Road,"Mithai, Desserts, Desserts",500
"Hangyo,New BEL Road",3.7,New BEL Road,"Ice Cream, Desserts",200
"1522 - The Pub,New BEL Road",4.3,New BEL Road,"Chinese, Continental, North Indian, Dine-out, Drinks & nightlife, Pubs and bars",1400
"The Light House Restaurant,New BEL Road",4.2,New BEL Road,"North Indian, Chinese, Seafood, Dine-out",500
"Chin Lung Resto-Bar,New BEL Road",4.0,New BEL Road,"North Indian, Chinese, Fast Food, Dine-out, Pubs and bars",1000
"Sangria Wine Lounge,New BEL Road",4.0,New BEL Road,"Continental, Chinese, Dine-out",1000
"Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,New BEL Road",3.7,New BEL Road,"Continental, Dine-out, Drinks & nightlife",2000
"Shivaji Kshatriya Restaurant,New BEL Road",3.7,New BEL Road,"South Indian, North Indian, Dine-out",500
"Hotel Panchami Grand,New BEL Road",3.5,New BEL Road,"Chinese, North Indian, South Indian, Dine-out",550
"New Swathi Family Restaurant,New BEL Road",3.7,New BEL Road,"Andhra, North Indian, Chinese, Dine-out",500
"H3O,New BEL Road",3.2,New BEL Road,"North Indian, Chinese, Dine-out",1000
"Chill Magic,New BEL Road",3.7,New BEL Road,"Juices, Beverages, Dine-out",200
"Tasty Castle,New BEL Road",3.7,New BEL Road,"Chinese, North Indian, Rolls, Dine-out",300
"RS Shiv Sagar Express,New BEL Road",3.7,New BEL Road,"South Indian, North Indian, Chinese, Fast Food, Dine-out",300
"Shahi Darbar Roll Centre,New BEL Road",3.9,New BEL Road,"Street Food, Rolls, Dine-out",400
"Panchami Garden,New BEL Road",3.3,New BEL Road,"South Indian, North Indian, Chinese, Dine-out",300
"G8 Punjabi Tadka,New BEL Road",3.7,New BEL Road,"North Indian, Dine-out",200
"The Krishna Grand,New BEL Road",3.8,New BEL Road,"North Indian, South Indian, Dine-out",400
"KL-58 Thalassery Cafe,New BEL Road",3.5,New BEL Road,"Kerala, Dine-out",200
"Sultan Rolls & Sandwiches,New BEL Road",3.9,New BEL Road,"Fast Food, Rolls, Dine-out",300
"Majaa Thindi,New BEL Road",3.9,New BEL Road,"South Indian, Dine-out",100
"Ambur Dum Biryani,New BEL Road",3.7,New BEL Road,"Biryani, Dine-out",150
"Kolkata Famous Katti Rolls,New BEL Road",3.5,New BEL Road,"Rolls, Dine-out",200
"Paratha Club,New BEL Road",3.6,New BEL Road,"North Indian, Dine-out",200
"S-Cafe,New BEL Road",3.7,New BEL Road,"South Indian, Dine-out",150
"Bangarpet Chats,New BEL Road",3.7,New BEL Road,"Street Food, Dine-out",100
"Gupshap,New BEL Road",3.5,New BEL Road,"South Indian, Dine-out",300
"Annapurna Bhavan,New BEL Road",3.7,New BEL Road,"North Indian, Street Food, Dine-out",250
"Unnis Hot Plate,New BEL Road",3.7,New BEL Road,"Kerala, Dine-out",200
"Donne Biryani & Egg Rice Adda,New BEL Road",3.3,New BEL Road,"Kebab, Biryani, Dine-out",200
"Kolkata Hot Roll,New BEL Road",3.4,New BEL Road,"Rolls, Dine-out",150
"Sun Cafe,New BEL Road",3.3,New BEL Road,"North Indian, Chinese, Rolls, Dine-out",300
"Baba's Food Center,New BEL Road",3.7,New BEL Road,"North Indian, Chinese, Dine-out",200
"New Delhi Dharbaar,New BEL Road",3.7,New BEL Road,"North Indian, Dine-out",300
"Sri Basaveswara Hilige Mane,New BEL Road",3.7,New BEL Road,"South Indian, Dine-out",250
"Sree Ayyappaa Foods,New BEL Road",3.7,New BEL Road,"South Indian, North Indian, Dine-out",300
"Ambur Biriyani,New BEL Road",3.7,New BEL Road,"Biryani, Dine-out",250
"Chandan Shawarma's,New BEL Road",3.7,New BEL Road,"Lebanese, Dine-out",200
"Kadavathur Cafe,New BEL Road",3.7,New BEL Road,"Fast Food, Dine-out",200
"Grab 'n' Dash,New BEL Road",3.7,New BEL Road,"Fast Food, Dine-out",200
"Kolkata No.1 Kati Rolls,New BEL Road",3.7,New BEL Road,"Fast Food, Rolls, Dine-out",200
"Nethravathi Military Hotel,New BEL Road",3.7,New BEL Road,"South Indian, North Indian, Dine-out",200
"Five Star Chicken,New BEL Road",3.7,New BEL Road,"Fast Food, Burger, Dine-out",300
"New Kolkata Chats,New BEL Road",3.7,New BEL Road,"Street Food, Dine-out",150
"Donne Biryani Mane,New BEL Road",3.8,New BEL Road,"Biryani, Dine-out",300
"Flavors of India,Domlur",3.5,Domlur,"North Indian, South Indian, Andhra, Mughlai, Buffet, Delivery, Dine-out",600
"Sunny's,Indiranagar",3.7,Indiranagar,"European, Italian, Seafood, Continental, Buffet, Delivery, Dine-out, Pubs and bars",2100
"Cafe Coffee Day,Old Airport Road",3.7,Old Airport Road,"Cafe, Fast Food, Cafes, Desserts, Dine-out",900
"Barista,Domlur",3.6,Domlur,"Cafe, Cafes",300
"BOX8- Desi Meals,Old Airport Road",4.3,Old Airport Road,"North Indian, Mughlai, Fast Food, Delivery",500
"Mojo Pizza - 2X Toppings,Old Airport Road",4.2,Old Airport Road,"Pizza, Delivery",600
"Le Casse Cro»te,Thippasandra",4.4,Thippasandra,"Fast Food, Sandwich, Delivery, Dine-out",800
"Momo Time,Thippasandra",3.7,Thippasandra,"Momos, Chinese, Delivery",300
"Just Kulfi,Jeevan Bhima Nagar",3.5,Jeevan Bhima Nagar,"Ice Cream, Fast Food, Delivery, Desserts",400
"McDonald's,Old Airport Road",3.0,Old Airport Road,"Burger, Fast Food, Delivery, Dine-out",500
"Dashabhuja Kitchen & Catering,Thippasandra",3.0,Thippasandra,"North Indian, Chinese, Delivery",400
"CakeBerries,Old Airport Road",3.7,Old Airport Road,"Bakery, Desserts, Delivery, Desserts",200
"Breakstation,Old Airport Road",3.7,Old Airport Road,"Fast Food, Delivery",200
"Chatora Singh,Old Airport Road",3.9,Old Airport Road,"North Indian, Fast Food, Delivery, Dine-out",200
"Sweet Chariot,Jeevan Bhima Nagar",3.5,Jeevan Bhima Nagar,"Bakery, Fast Food, Delivery, Desserts",500
"Shree Durga,Old Airport Road",3.2,Old Airport Road,"North Indian, Chinese, Seafood, Delivery, Dine-out",500
"Nandanavanam,Old Airport Road",3.3,Old Airport Road,"South Indian, Delivery, Dine-out",300
"Juicemaker,Old Airport Road",3.4,Old Airport Road,"Beverages, Fast Food, Delivery",400
"Bismillah Ambur Biryani,Old Airport Road",3.7,Old Airport Road,"Biryani, Delivery, Dine-out",150
"Good Meals,Indiranagar",3.7,Indiranagar,"North Indian, South Indian, Delivery",250
"Just Bake,Old Airport Road",2.7,Old Airport Road,"Bakery, Delivery, Desserts",400
"California Burrito,Domlur",4.1,Domlur,"Mexican, Fast Food, Delivery, Dine-out",400
"Delicious Treat,Thippasandra",3.7,Thippasandra,"Fast Food, Delivery, Dine-out",200
"Desi Bites,Thippasandra",3.7,Thippasandra,"North Indian, Delivery, Dine-out",200
"Kombo King,Domlur",3.7,Domlur,"North Indian, South Indian, Delivery",300
"Bangalore Grill House,Thippasandra",3.2,Thippasandra,"Arabian, BBQ, Mexican, Delivery, Dine-out",300
"Srinidhi Hotel,Thippasandra",3.7,Thippasandra,"North Indian, Chinese, Biryani, Delivery, Dine-out",140
"White Olives,Thippasandra",3.4,Thippasandra,"Chinese, North Indian, Delivery",300
"Ciclo Life,Indiranagar",3.7,Indiranagar,"Salad, Beverages, Juices, Delivery",400
"Bombay Kulfis,Jeevan Bhima Nagar",3.3,Jeevan Bhima Nagar,"Ice Cream, Delivery, Desserts",200
"Bowl'd over Rice,Indiranagar",3.7,Indiranagar,"North Indian, Delivery",300
"Southease,Jeevan Bhima Nagar",3.5,Jeevan Bhima Nagar,"South Indian, Delivery",400
"Sweet Truth,Old Airport Road",4.3,Old Airport Road,"Bakery, Desserts, Desserts",500
"Kanti Sweets,Old Airport Road",4.1,Old Airport Road,"Mithai, Street Food, Desserts",400
"The Cake Post,Old Airport Road",3.4,Old Airport Road,"Bakery, Desserts, Desserts",900
"Cake Dilim,Old Airport Road",3.7,Old Airport Road,"Bakery, Desserts",500
"Amma's Pastries,Thippasandra",4.0,Thippasandra,"Bakery, Desserts, Desserts",400
"Pizza Hut,Old Airport Road",3.7,Old Airport Road,"Pizza, Fast Food, Dine-out",750
"Breezes - Hotel Pigeon International,Old Airport Road",3.5,Old Airport Road,"North Indian, Continental, Dine-out",900
"Domino's Pizza,Old Airport Road",2.8,Old Airport Road,"Pizza, Fast Food, Dine-out",400
"Madurai Idly Shop,Old Airport Road",3.4,Old Airport Road,"South Indian, Chinese, Dine-out",200
"Faasos,Old Airport Road",3.9,Old Airport Road,"North Indian, Biryani, Fast Food, Dine-out",500
"Tawakkal Mubarak Hotel,Old Airport Road",3.7,Old Airport Road,"Mughlai, Dine-out",350
"Indira Canteen,Old Airport Road",3.7,Old Airport Road,"South Indian, Dine-out",300
"Meat And Eat (ME),Old Airport Road",3.6,Old Airport Road,"Fast Food, Burger, Dine-out",500
"Sathkar Refershments,Old Airport Road",3.7,Old Airport Road,"South Indian, Chinese, Dine-out",500
"Sree Abhiruchi,Thippasandra",3.4,Thippasandra,"Andhra, Biryani, Dine-out",400
"Goli Vada Pav No. 1,Thippasandra",3.0,Thippasandra,"Street Food, Dine-out",200
"Sante Spa Cuisine,Indiranagar",4.9,Indiranagar,"Healthy Food, Salad, Mediterranean, Dine-out",1000
"MISU,Indiranagar",4.4,Indiranagar,"Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean, Dine-out",1700
"Five Star Chicken,Domlur",3.7,Domlur,"Fast Food, Dine-out",200
"Mini Wok,Thippasandra",3.4,Thippasandra,"Chinese, Dine-out",400
"Watson's,Indiranagar",3.7,Indiranagar,"Finger Food, Salad, Chinese, Continental, Dine-out, Drinks & nightlife, Pubs and bars",1300
"Barbeque Nation,Rajajinagar",4.5,Rajajinagar,"North Indian, European, Mediterranean, BBQ, Kebab, Buffet, Dine-out",1600
"Kava - Fairfield by Marriott,Rajajinagar",4.0,Rajajinagar,"North Indian, South Indian, Continental, Buffet, Dine-out, Pubs and bars",1800
