name,rate,location,cuisines,cost_for_two
"Pathumma`s Kitchen,Electronic City",3.2,Electronic City,"North Indian, Dine-out",200
"Star Ambur Dum Biryani,Electronic City",3.2,Electronic City,"Biryani, Dine-out",200
"Hotel Thalassery,Electronic City",3.4,Electronic City,"Kerala, South Indian, Dine-out",200
"The Foodware Veg,Electronic City",3.8,Electronic City,"South Indian, Dine-out",400
"Reddy Dhaba,Electronic City",3.7,Electronic City,"North Indian, Dine-out",350
"I Siri Restaurant And Caterers,Electronic City",3.4,Electronic City,"North Indian, South Indian, Chinese, Dine-out",400
"S.L.V.Brahmin Cafe,Electronic City",3.7,Electronic City,"South Indian, Dine-out",100
"Grand Fast Food,Electronic City",3.7,Electronic City,"Fast Food, Dine-out",250
"Wedesi,Electronic City",3.7,Electronic City,"North Indian, Dine-out",250
"A-1 Fast Food,Electronic City",3.7,Electronic City,"Fast Food, Dine-out",100
"Sri Ragavendhra Upahar,Electronic City",3.7,Electronic City,"South Indian, Dine-out",200
"Sri Kathyayani Upahar,Electronic City",3.7,Electronic City,"South Indian, Dine-out",250
"Daafoodies,Electronic City",3.2,Electronic City,"Kerala, Dine-out",400
"Paris Restaurant,Electronic City",3.7,Electronic City,"North Indian, Dine-out",350
"Naati Kitchen,Electronic City",3.7,Electronic City,"Kerala, South Indian, Dine-out",300
"BJ Bhavan Veg Restaurants,Electronic City",3.7,Electronic City,"South Indian, North Indian, Chinese, Dine-out",350
"TRS Family Restaurant,Electronic City",3.7,Electronic City,"South Indian, Andhra, Dine-out",150
"Grand Kudla Family Restaurant,Electronic City",3.7,Electronic City,"South Indian, North Indian, Chinese, Dine-out",300
"Theka,Electronic City",3.7,Electronic City,"North Indian, Street Food, Dine-out",300
"Pals Food Point,Electronic City",3.7,Electronic City,"South Indian, Dine-out",150
"Hot 'N' Fresh,Electronic City",3.5,Electronic City,"Fast Food, Dine-out",250
"Indian Tava Phasta,Electronic City",3.7,Electronic City,"North Indian, Rolls, Dine-out",250
"Ambur Dum Biriyani,Electronic City",3.3,Electronic City,"Biryani, Kebab, Dine-out",300
"Lion City Restaurant and Cafe,Electronic City",3.3,Electronic City,"North Indian, South Indian, Chinese, Dine-out",300
"Ambur Dum Biryani,Electronic City",3.7,Electronic City,"Biryani, Fast Food, Dine-out",300
"V-3 Food Spot,Electronic City",3.7,Electronic City,"North Indian, Chinese, South Indian, Dine-out",300
"Delhi Pizza House,Electronic City",3.2,Electronic City,"Pizza, American, Dine-out",400
"Shri Lakshmi Vilas Andhra Mess - Taste of Vijayawada,Electronic City",3.7,Electronic City,"Andhra, Chinese, Biryani, Dine-out",500
"Aafa Calicut Restaurant,Electronic City",3.7,Electronic City,"Fast Food, Chinese, Dine-out",150
"Delhi's Essence,Electronic City",3.6,Electronic City,"North Indian, Dine-out",500
"Hotel Manarama,Electronic City",3.7,Electronic City,"North Indian, Dine-out",200
"Kerala Food,Electronic City",3.7,Electronic City,"Kerala, South Indian, Dine-out",250
"Chill Out Bar,Electronic City",3.7,Electronic City,"Finger Food, Fast Food, Pubs and bars",1500
"Mambos Cafe,Frazer Town",3.9,Frazer Town,"Cafe, Continental, Beverages, Fast Food, Cafes, Dine-out",1100
"Cafe Arabica,Frazer Town",4.1,Frazer Town,"Cafe, Bakery, Cafes, Delivery, Desserts, Dine-out",700
"Cafe Coffee Day,Frazer Town",3.1,Frazer Town,"Cafe, Fast Food, Cafes, Delivery, Dine-out",900
"Happy Belly Bakes,Frazer Town",4.1,Frazer Town,"Bakery, Cafe, Cafes, Delivery, Desserts",350
"Loca Moca,Frazer Town",2.9,Frazer Town,"Cafe, Continental, Cafes, Dine-out",600
"Cafe Nibras,Banaswadi",3.4,Banaswadi,"Cafe, Continental, Cafes, Delivery, Dine-out",400
"The Sanctuary,Banaswadi",3.9,Banaswadi,"Cafe, Fast Food, Cafes, Dine-out",450
"Cafe Jezve,Koramangala 5th Block",3.8,Koramangala 5th Block,"Cafe, Cafes, Delivery, Dine-out",500
"eat.fit,Indiranagar",4.5,Indiranagar,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts, Delivery, Delivery, Desserts, Dine-out, Delivery, Desserts, Dine-out, Delivery",500
"Just Shawarma,Kammanahalli",3.7,Kammanahalli,"Arabian, Delivery, Dine-out, Dine-out",300
"Al Amanah Cafe,Kammanahalli",4.4,Kammanahalli,"Middle Eastern, Fast Food, Rolls, Delivery, Dine-out",300
"Vijayalakshmi Veg,Nagawara",3.9,Nagawara,"South Indian, Delivery, Dine-out, Dine-out",200
"Fish Chain,Kammanahalli",3.4,Kammanahalli,"Seafood, BBQ, Burger, Biryani, Delivery, Delivery, Dine-out, Dine-out",300
"Biryani Khazana,Indiranagar",3.0,Indiranagar,"Biryani, Delivery, Delivery",600
"Thalassery Restaurant,Kammanahalli",3.9,Kammanahalli,"Seafood, Biryani, South Indian, North Indian, Chinese, Arabian, Kerala, Delivery, Dine-out, Dine-out",800
"Biriyani Nights,Kammanahalli",2.9,Kammanahalli,"Biryani, Kebab, Continental, Delivery, Delivery",500
"Paradise,Indiranagar",4.1,Indiranagar,"Biryani, North Indian, Kebab, Delivery, Dine-out, Delivery",800
"Shawarma King Restaurant,Kammanahalli",3.5,Kammanahalli,"Arabian, Chinese, North Indian, Delivery, Delivery, Dine-out",500
"The Good Bowl,Indiranagar",3.6,Indiranagar,"Italian, North Indian, Biryani, Delivery, Delivery",500
"Bathinda Dine,Indiranagar",4.1,Indiranagar,"North Indian, Delivery, Dine-out",950
"Taco Bell,Indiranagar",4.1,Indiranagar,"Mexican, American, Fast Food, Delivery, Delivery, Dine-out",600
"Asha Sweets Center,Indiranagar",4.1,Indiranagar,"Mithai, Street Food, Delivery, Desserts, Delivery, Delivery",200
"Al-Baik Tandoori Restaurant,Nagawara",3.6,Nagawara,"North Indian, Chinese, Arabian, Biryani, Rolls, Delivery, Dine-out, Dine-out",450
"Pizza Hut,Frazer Town",3.3,Frazer Town,"Pizza, Fast Food, Delivery, Dine-out",750
"Food Box,Kammanahalli",3.6,Kammanahalli,"Fast Food, Beverages, Delivery, Dine-out",350
"Altaf's Chillies Restaurant,Frazer Town",3.8,Frazer Town,"North Indian, Chinese, Delivery, Dine-out, Dine-out",500
"New Kairali Restaurant,Kammanahalli",3.7,Kammanahalli,"Kerala, South Indian, Delivery, Dine-out",400
"Arabian Shawarma,Kammanahalli",3.7,Kammanahalli,"Arabian, Delivery",150
"Crunch Pizzas,Banaswadi",2.6,Banaswadi,"Italian, Pizza, Delivery, Delivery",600
"9 Bowls,Banaswadi",3.7,Banaswadi,"Healthy Food, Continental, North Indian, Chinese, Delivery",500
"The Mangalorean,Kammanahalli",4.1,Kammanahalli,"Konkan, Mangalorean, Seafood, Delivery, Dine-out",550
"Chickpet Donne Biriyani Mane,Kalyan Nagar",3.0,Kalyan Nagar,"Biryani, Kebab, Delivery, Dine-out",350
"Momoz,Kammanahalli",3.9,Kammanahalli,"Chinese, Momos, Delivery, Dine-out, Dine-out",500
"Connie's Restaurant & Steakhouse,Kammanahalli",4.3,Kammanahalli,"Steak, Continental, Burger, American, BBQ, European, Salad, Delivery, Dine-out",1500
"Seafood Place,Indiranagar",4.1,Indiranagar,"Chinese, North Indian, Kerala, Mangalorean, Seafood, Delivery, Dine-out",800
"Sri Sagar,Kammanahalli",3.7,Kammanahalli,"South Indian, North Indian, Chinese, Street Food, Juices, Delivery, Dine-out",300
"Biryani Bar,Kalyan Nagar",3.7,Kalyan Nagar,"Biryani, Delivery",500
"Annabell,Indiranagar",4.0,Indiranagar,"Continental, Beverages, Delivery, Dine-out, Delivery",700
"Samovar,Kammanahalli",3.9,Kammanahalli,"Kerala, South Indian, Delivery, Dine-out",600
"Home Food,Kammanahalli",3.4,Kammanahalli,"South Indian, Delivery, Dine-out, Dine-out",300
"JS Food Court,Kammanahalli",3.8,Kammanahalli,"Fast Food, Juices, Delivery, Dine-out",400
"Wild Range Restaurant,Kammanahalli",3.8,Kammanahalli,"North Indian, Chinese, Delivery, Dine-out",600
"Karachi Bakery,Indiranagar",3.9,Indiranagar,"Bakery, Delivery, Desserts, Delivery",500
"Pizza Stop,Banaswadi",3.8,Banaswadi,"Pizza, Italian, Delivery, Dine-out",500
"SS Bucket Biryani,Frazer Town",3.9,Frazer Town,"Biryani, North Indian, Chinese, Delivery, Dine-out",600
"Omleterian,Kammanahalli",3.7,Kammanahalli,"American, Continental, Delivery",200
"Fanoos,Frazer Town",3.9,Frazer Town,"Arabian, Rolls, North Indian, BBQ, Delivery, Dine-out",400
"PurpleBasil.in,Kammanahalli",4.1,Kammanahalli,"Healthy Food, Desserts, Delivery",500
"Afrina's Kitchen,Kammanahalli",3.4,Kammanahalli,"Fast Food, Desserts, Delivery",250
"Glen's Bakehouse,Indiranagar",4.2,Indiranagar,"Bakery, Cafe, Italian, Desserts, Delivery, Cafes, Desserts, Dine-out, Delivery",600
"Wangs Kitchen,Frazer Town",3.1,Frazer Town,"Chinese, Delivery, Dine-out",1000
"Jingo BBQ & Burgers,Kammanahalli",3.9,Kammanahalli,"Burger, BBQ, Delivery, Dine-out, Dine-out",550
"Thai House,Indiranagar",4.2,Indiranagar,"Thai, Delivery, Dine-out, Delivery",800
"BIB - Breakfast in the Box,Kammanahalli",3.5,Kammanahalli,"American, Sandwich, Delivery",600
"Imli,Indiranagar",3.9,Indiranagar,"North Indian, Street Food, Delivery, Delivery, Dine-out, Delivery, Delivery",900
"Calicut Restaurant,Kammanahalli",3.6,Kammanahalli,"Kerala, South Indian, North Indian, Chinese, Delivery, Dine-out",450
"Chubalas Curry And Rice,Kammanahalli",4.0,Kammanahalli,"Naga, Goan, Seafood, Chinese, Delivery, Dine-out",550
"Sannidhi Grand,Kammanahalli",3.8,Kammanahalli,"South Indian, North Indian, Chinese, Street Food, Delivery, Dine-out",300
"Navarang Fast Food,Kammanahalli",3.6,Kammanahalli,"North Indian, Chinese, Kebab, Rolls, Delivery, Dine-out",300
"New Peking,Kammanahalli",4.1,Kammanahalli,"Chinese, Malaysian, Delivery, Dine-out, Dine-out",700
"Manju's Kitchen,Indiranagar",3.3,Indiranagar,"Biryani, Delivery, Dine-out, Delivery",200
"Biggies Burger 'n' More,Indiranagar",4.3,Indiranagar,"Cafe, Burger, Beverages, Delivery, Cafes, Dine-out, Delivery",650
"Asaivam Restaurant,Indiranagar",4.0,Indiranagar,"Chettinad, South Indian, Delivery, Dine-out",750
"Cafe Secret Alley,Indiranagar",3.9,Indiranagar,"Fast Food, Cafe, Delivery, Cafes, Delivery, Dine-out",450
"Peace Restaurant,Indiranagar",2.6,Indiranagar,"Chinese, Tibetan, Delivery, Dine-out, Delivery",500
"Maz Food Point,Kammanahalli",3.7,Kammanahalli,"Chinese, South Indian, Biryani, Delivery, Dine-out",300
"The Twisted Desi,Indiranagar",3.7,Indiranagar,"Continental, Italian, North Indian, Chinese, Delivery, Dine-out",1000
"Mahadii's,Kammanahalli",3.9,Kammanahalli,"Andhra, North Indian, Chinese, Delivery, Dine-out, Dine-out",600
"Cafe Thulp,Kammanahalli",4.0,Kammanahalli,"Cafe, Burger, Italian, Salad, Delivery, Cafes, Dine-out",1000
"Vijaya Gardenia,Banaswadi",3.4,Banaswadi,"North Indian, Chinese, Andhra, Delivery, Dine-out, Delivery, Dine-out",500
"Kenny's Restaurant,Banaswadi",3.7,Banaswadi,"Chinese, Delivery, Delivery, Dine-out",450
"Asia In A Box,Kammanahalli",3.0,Kammanahalli,"Thai, Vietnamese, Indonesian, Asian, Delivery, Dine-out, Dine-out",550
"Domino's Pizza,Frazer Town",3.7,Frazer Town,"Pizza, Fast Food, Delivery, Dine-out",400
"Pulimunchi,Indiranagar",4.3,Indiranagar,"Mangalorean, Seafood, Delivery, Dine-out",1000
"A2B - Adyar Ananda Bhavan,Indiranagar",3.0,Indiranagar,"South Indian, North Indian, Chinese, Street Food, Fast Food, Delivery, Delivery, Dine-out",400
"Paaramparya Restaurant,Kammanahalli",3.6,Kammanahalli,"Chettinad, Mangalorean, South Indian, North Indian, Delivery, Dine-out",600
"Sidra Eatery,Kammanahalli",3.9,Kammanahalli,"North Indian, Continental, Delivery, Dine-out",400
"Chetty's Corner,Kammanahalli",3.6,Kammanahalli,"Fast Food, Burger, Delivery, Dine-out, Dine-out",200
"Five Star Chicken,Frazer Town",3.7,Frazer Town,"Fast Food, Burger, Delivery, Dine-out",200
"Giselle Resto Cafe,Kammanahalli",4.1,Kammanahalli,"Cafe, Italian, Pizza, Beverages, Desserts, Delivery, Cafes, Dine-out, Dine-out",800
"Jai Mataji Farshan & Sweets,Banaswadi",3.8,Banaswadi,"Mithai, Street Food, Delivery, Desserts",150
"Waffle Stories,Banaswadi",3.8,Banaswadi,"Desserts, Beverages, Delivery, Desserts",300
"Aadvik Nightfood,Frazer Town",3.6,Frazer Town,"Fast Food, Delivery",350
"House Of Candy,Banaswadi",3.7,Banaswadi,"Desserts, Delivery",200
"Food Town,Indiranagar",3.2,Indiranagar,"Chinese, Delivery, Delivery",150
"Ice Cream Works,Indiranagar",3.9,Indiranagar,"Ice Cream, Ice Cream, Delivery, Delivery, Desserts",300
"Shree Mahalakshmi Sweets,Kammanahalli",3.7,Kammanahalli,"Mithai, Street Food, Delivery, Desserts",100
"Mummy's Kitchen,Banaswadi",3.5,Banaswadi,"South Indian, Delivery",300
"Pizbur Trap,Kammanahalli",3.5,Kammanahalli,"American, Burger, Momos, Bengali, Delivery",400
"Kettle & Kegs,Indiranagar",3.7,Indiranagar,"Tea, Beverages, Delivery",200
"King Kong,Frazer Town",3.8,Frazer Town,"Chinese, Momos, Delivery, Dine-out",300
"Vijayalaxmi Veg,Banaswadi",3.7,Banaswadi,"North Indian, South Indian, Chinese, Fast Food, Delivery, Dine-out",200
"Crispy Fried Chicken,New BEL Road",3.7,New BEL Road,"Burger, Fast Food, Delivery",150
"NTR Cafe,Kammanahalli",2.9,Kammanahalli,"Chinese, Fast Food, Delivery, Dine-out",100
"North Se South Veg & Non-Veg Restaurants,Banaswadi",3.6,Banaswadi,"South Indian, North Indian, Chinese, Delivery, Dine-out",250
"The Deagh,Frazer Town",3.7,Frazer Town,"Chinese, North Indian, Arabian, Delivery, Dine-out",500
"Shake The Shake,Kammanahalli",3.7,Kammanahalli,"Juices, Delivery",200
"Elements Eatery,Frazer Town",4.0,Frazer Town,"Continental, Steak, Delivery, Dine-out",1100
"The Fresh 'N' Grill,Banaswadi",3.7,Banaswadi,"Fast Food, Delivery, Dine-out",150
"Arabian Mataam,Frazer Town",3.7,Frazer Town,"Biryani, Arabian, Delivery, Dine-out",500
"Chetty's Coffee,Indiranagar",3.9,Indiranagar,"South Indian, Delivery, Dine-out",150
"Beijing Bites,Frazer Town",3.9,Frazer Town,"Chinese, Thai, Delivery, Dine-out",850
"7 to 11 Food Court,Banaswadi",3.7,Banaswadi,"Fast Food, Burger, North Indian, South Indian, Delivery, Dine-out",200
"Vanas,Kammanahalli",4.0,Kammanahalli,"Mangalorean, Seafood, Delivery, Dine-out, Dine-out",400
"New Leaf Restaurant,Indiranagar",3.7,Indiranagar,"Chinese, Delivery, Dine-out, Delivery",1500
"Natural Ice Cream,Frazer Town",4.1,Frazer Town,"Ice Cream, Desserts, Delivery, Desserts",150
"Viceroy's Sarathi,Indiranagar",3.8,Indiranagar,"North Indian, Chinese, Delivery, Dine-out, Drinks & nightlife, Pubs and bars, Delivery",750
"Sherlock's Pub,Frazer Town",4.0,Frazer Town,"Continental, North Indian, Chinese, Delivery, Dine-out, Drinks & nightlife, Pubs and bars",1500
"Misal Darbar,Indiranagar",3.2,Indiranagar,"Maharashtrian, Delivery, Delivery, Dine-out, Delivery",200
"The Brekkie Shop,Indiranagar",3.7,Indiranagar,"Healthy Food, Sandwich, Delivery, Delivery",300
"Sweet Moments Express,Kammanahalli",3.7,Kammanahalli,"Mithai, Street Food, Delivery, Desserts",200
"Lassi Cream,Frazer Town",3.7,Frazer Town,"Beverages, Ice Cream, Delivery, Desserts",200
"Naidoo's Donne Biryani,Kammanahalli",3.5,Kammanahalli,"South Indian, Biryani, Delivery",300
"Bisi Thindi,Kammanahalli",3.7,Kammanahalli,"South Indian, Delivery, Dine-out",150
"Dolphin Bar,Frazer Town",3.8,Frazer Town,"Chinese, Finger Food, North Indian, Seafood, Delivery, Dine-out, Pubs and bars",1000
"Zu's Doner Kebaps,Kammanahalli",3.6,Kammanahalli,"Turkish, Fast Food, Delivery, Dine-out",350
"Lagom Patisserie,Frazer Town",3.7,Frazer Town,"Bakery, Desserts, Delivery, Desserts, Delivery, Desserts",350
"Patisserie Nitash,Frazer Town",4.2,Frazer Town,"Bakery, Delivery, Desserts",500
"Three 7 Kitchen,Frazer Town",3.7,Frazer Town,"Fast Food, Beverages, North Indian, South Indian, Delivery",300
"The Joint Family Kitchen,Frazer Town",3.7,Frazer Town,"Fast Food, Beverages, Delivery",500
"Shahi Hyderabadi Dum Biryani,Frazer Town",3.7,Frazer Town,"North Indian, Biryani, Delivery",400
"Ice box,Frazer Town",3.7,Frazer Town,"Ice Cream, Beverages, Fast Food, Delivery, Desserts",200
"Kolkatta Famous Kati Rolls,Frazer Town",3.7,Frazer Town,"Rolls, Delivery",150
"Farida's Kitchen,Frazer Town",3.7,Frazer Town,"Mughlai, Delivery",250
"Public Cafe,Frazer Town",3.7,Frazer Town,"Continental, Delivery",700
"The Sugar Fairy,Frazer Town",4.3,Frazer Town,"Bakery, Desserts, Delivery, Desserts",100
"Chote Miya,Frazer Town",3.6,Frazer Town,"Mughlai, Biryani, Rolls, Delivery, Dine-out",500
"Royal Savera,Frazer Town",3.1,Frazer Town,"North Indian, Chinese, Delivery, Dine-out",600
"Lychees Restaurant,Frazer Town",3.2,Frazer Town,"Fast Food, Delivery, Dine-out",400
"New Taj Biryani Centre,Frazer Town",3.5,Frazer Town,"Biryani, South Indian, Delivery, Dine-out",350
"Mom Made Food,Frazer Town",3.4,Frazer Town,"Biryani, Kerala, Delivery",400
"Mothers Recipe Restaurant,Frazer Town",3.1,Frazer Town,"South Indian, North Indian, Chinese, Delivery",600
"Mini Fast Food,Frazer Town",3.1,Frazer Town,"Fast Food, Chinese, Delivery, Dine-out",150
"East Cafe Corner,Frazer Town",3.7,Frazer Town,"Rolls, Biryani, Delivery, Dine-out",150
"Chawla's 2 Online.com,Frazer Town",3.7,Frazer Town,"North Indian, Delivery",800
"New Prashanthi Donne Biryani,Frazer Town",3.3,Frazer Town,"Biryani, Delivery, Dine-out, Dine-out",300
"Al-Falah Restaurant,Frazer Town",3.7,Frazer Town,"North Indian, Chinese, Rolls, Delivery, Dine-out",400
"Night Food Joint,Frazer Town",2.9,Frazer Town,"North Indian, Chinese, Delivery",500
"Just Baked,Frazer Town",3.4,Frazer Town,"Bakery, Desserts, Delivery, Desserts",400
"Simu?s Kitchen,Frazer Town",3.4,Frazer Town,"Mughlai, Desserts, Delivery",500
"L'inoui,Frazer Town",3.5,Frazer Town,"Desserts, Delivery, Desserts",400
"Sadi's Biriyani,Frazer Town",3.3,Frazer Town,"Biryani, Delivery",600
"Konfection Konnection,Frazer Town",3.6,Frazer Town,"Desserts, Delivery, Desserts",600
"Leia Soul Food,Frazer Town",3.8,Frazer Town,"Bakery, Delivery, Desserts",500
"Madhu's kitchen,Frazer Town",3.7,Frazer Town,"North Indian, Delivery",450
"Baker Ree,Frazer Town",3.7,Frazer Town,"Bakery, Desserts, Delivery, Desserts",200
"Maddy's Cafe,Kammanahalli",3.8,Kammanahalli,"Cafe, Continental, Delivery, Cafes, Dine-out",500
"The Teal Door Cafe,Indiranagar",4.2,Indiranagar,"Cafe, Continental, Delivery, Cafes, Desserts, Dine-out",800
"Naidu Military Hotel,Kammanahalli",3.5,Kammanahalli,"South Indian, Delivery, Dine-out",250
"Hunger Twist,Kalyan Nagar",3.8,Kalyan Nagar,"Fast Food, Burger, Delivery",300
"The Gluten Free Baking Co.,Banaswadi",3.8,Banaswadi,"Bakery, Delivery, Desserts",400
"Al-Baik Kabab Centre,Banaswadi",3.7,Banaswadi,"Biryani, Chinese, Kebab, Delivery, Dine-out",300
"Raidan Oven,Frazer Town",3.3,Frazer Town,"Rolls, Arabian, Delivery",300
"Sartaj Ambur Dum Biryani,Frazer Town",3.2,Frazer Town,"Biryani, Delivery, Dine-out",150
"Bada Bing Burgers,Frazer Town",3.5,Frazer Town,"Burger, Desserts, Delivery",300
"Nuty,Kammanahalli",3.7,Kammanahalli,"North Indian, Biryani, Delivery, Dine-out",300
"Byblos,Indiranagar",4.2,Indiranagar,"Lebanese, Arabian, Middle Eastern, Salad, Beverages, Delivery, Buffet, Dine-out",1700
"Rich Bowl,Frazer Town",3.5,Frazer Town,"North Indian, Chinese, Seafood, Rolls, Delivery, Dine-out",450
"Meat And Eat,Banaswadi",3.3,Banaswadi,"Fast Food, Burger, Delivery, Dine-out, Dine-out",500
"Ahmeds Takeaway Restaurant,Frazer Town",3.7,Frazer Town,"North Indian, Chinese, Delivery",250
"Homely Kitchen,Indiranagar",3.7,Indiranagar,"North Indian, Chinese, Delivery, Dine-out",300
"Bade Miyan Kababs,Banaswadi",3.7,Banaswadi,"Kebab, Hyderabadi, Biryani, North Indian, Delivery",800
"Hotel New Karthik,Banaswadi",3.7,Banaswadi,"South Indian, Biryani, Delivery, Dine-out",300
"Tindipotha,Kammanahalli",3.7,Kammanahalli,"South Indian, Biryani, Chinese, North Indian, Delivery, Dine-out",300
"The Lovin' Oven Cakery,Banaswadi",3.5,Banaswadi,"Bakery, Desserts, Delivery, Desserts",500
"M K Lassi,Frazer Town",3.7,Frazer Town,"Beverages, Delivery",100
"Upsouth,Banaswadi",3.8,Banaswadi,"South Indian, Delivery, Dine-out, Delivery",300
"Belly Deli,Frazer Town",4.1,Frazer Town,"Fast Food, Biryani, Delivery",400
"5 Star Food,Kammanahalli",3.7,Kammanahalli,"South Indian, Fast Food, Delivery, Dine-out",300
"Sotang's,Kammanahalli",3.3,Kammanahalli,"North Indian, Chinese, Delivery, Dine-out",250
"New Musthafa's Kabab,Frazer Town",3.7,Frazer Town,"North Indian, Delivery, Dine-out",300
"Hotel Abhilash,Frazer Town",3.7,Frazer Town,"South Indian, Delivery, Dine-out",200
"The Rennan's Cafe,Kammanahalli",2.9,Kammanahalli,"Chinese, Fast Food, Momos, Delivery, Dine-out",250
"Bhajanka's Restaurant,Kammanahalli",3.6,Kammanahalli,"Street Food, North Indian, Continental, Beverages, Delivery, Dine-out",700
"Eatapita,Kammanahalli",4.0,Kammanahalli,"Arabian, Pizza, Greek, Lebanese, Mediterranean, Delivery, Dine-out",600
"Albert Bakery,Frazer Town",4.3,Frazer Town,"Bakery, Fast Food, Desserts",150
"Corner House Ice Cream,Frazer Town",4.1,Frazer Town,"Ice Cream, Desserts, Desserts",400
"Komala Refreshments,Frazer Town",4.0,Frazer Town,"South Indian, Desserts, Dine-out",150
"Sultan's Creams & Faloodas,Frazer Town",3.3,Frazer Town,"Ice Cream, Beverages, Desserts",150
"Anand Sweets and Savouries,Frazer Town",3.9,Frazer Town,"Mithai, Street Food, Desserts, Dine-out",400
"Luna Sweets,Frazer Town",3.6,Frazer Town,"Desserts, Mithai, Desserts, Desserts",100
"The Lassi Park,Frazer Town",3.8,Frazer Town,"Juices, Desserts, Desserts",200
"Ibaco,Frazer Town",3.7,Frazer Town,"Desserts, Desserts, Delivery",300
"Thomson's Bakery,Frazer Town",3.5,Frazer Town,"Bakery, Desserts",300
"Bombay Chowpaty Kulfi,Frazer Town",4.2,Frazer Town,"Ice Cream, Desserts, Desserts",250
"Sweet Chariot,Frazer Town",3.1,Frazer Town,"Bakery, Fast Food, Desserts",500
"Cafe D'Costa,Frazer Town",3.8,Frazer Town,"Bakery, Desserts",200
"Belgian Waffle Factory,Vasanth Nagar",4.8,Vasanth Nagar,"Desserts, Desserts, Delivery",400
"Cookie Man,Banaswadi",3.7,Banaswadi,"Bakery, Desserts, Delivery",150
"Just Bake,MG Road",3.8,MG Road,"Bakery, Desserts, Desserts, Desserts, Delivery",400
"Froststicks,Banaswadi",3.7,Banaswadi,"Desserts, Ice Cream, Desserts",150
"Sharief Bhai,Frazer Town",4.3,Frazer Town,"Mughlai, Biryani, Dine-out",700
"Golden Restaurant,Frazer Town",3.7,Frazer Town,"South Indian, North Indian, Chinese, Dine-out",1000
"Fish N Spice,Frazer Town",3.7,Frazer Town,"Chinese, Continental, Dine-out",500
"Gallops,Frazer Town",3.6,Frazer Town,"Chinese, Continental, North Indian, Dine-out, Drinks & nightlife",1400
"Zayan Kabab Korner,Frazer Town",3.8,Frazer Town,"Kebab, Biryani, Dine-out",250
"Shiv Shankar Chaats,Frazer Town",3.7,Frazer Town,"Street Food, Dine-out",150
"Cafe Iftar,Frazer Town",3.8,Frazer Town,"Fast Food, Street Food, Dine-out",200
"Karnataka Biriyani Paradise,Frazer Town",3.4,Frazer Town,"North Indian, Biryani, Dine-out",300
"KFC,Frazer Town",3.3,Frazer Town,"Burger, Fast Food, Dine-out",400
"Savera Cafe,Frazer Town",3.5,Frazer Town,"Fast Food, Dine-out",200
"M.M.A. Kabab & Rolls,Frazer Town",3.5,Frazer Town,"Arabian, Mughlai, Chinese, Kebab, Fast Food, Dine-out",400
"Vasudev Adiga's,Frazer Town",2.8,Frazer Town,"South Indian, North Indian, Chinese, Dine-out",300
"New Taj Restaurant,Frazer Town",3.7,Frazer Town,"North Indian, Fast Food, Dine-out",300
"Indira Canteen,Frazer Town",3.7,Frazer Town,"South Indian, Dine-out",300
"Affan Kabab Centre,Frazer Town",3.7,Frazer Town,"Kebab, Dine-out",150
"Hunger Joint,Frazer Town",3.7,Frazer Town,"Fast Food, Desserts, Beverages, Dine-out",300
"Keral Kitchen,Frazer Town",3.7,Frazer Town,"South Indian, Kerala, Dine-out",300
"Sapthagiri's Naidu Eating Point,Frazer Town",3.4,Frazer Town,"Biryani, Dine-out, Dine-out",300
"AL-Nabi Hotel,Frazer Town",3.7,Frazer Town,"Kebab, Biryani, Dine-out",300
"Sri Devi Cafe,Frazer Town",3.7,Frazer Town,"South Indian, Chinese, Dine-out",200
"Just One More,Frazer Town",3.4,Frazer Town,"South Indian, Street Food, Dine-out",200
"A1 Tasty Lime Rice,Frazer Town",3.7,Frazer Town,"South Indian, Dine-out",150
"Faasos,Frazer Town",4.1,Frazer Town,"North Indian, Biryani, Fast Food, Dine-out",500
"Subway,Frazer Town",3.6,Frazer Town,"Salad, Fast Food, Dine-out",600
"Imperial Restaurant,Shivajinagar",2.9,Shivajinagar,"North Indian, Chinese, Biryani, Kebab, Juices, Dine-out",800
"Knowhere,Banaswadi",3.8,Banaswadi,"Continental, Finger Food, Dine-out, Drinks & nightlife, Pubs and bars, Dine-out",1300
"Biryani Paradise,Banaswadi",3.7,Banaswadi,"Biryani, Fast Food, Dine-out",200
"WOW! Momo,Banaswadi",2.8,Banaswadi,"Tibetan, Momos, Dine-out",400
"Cafe Mingo?s,Cunningham Road",3.3,Cunningham Road,"Fast Food, Beverages, Dine-out",200
"Just Bake,Cunningham Road",3.4,Cunningham Road,"Bakery, Desserts, Dine-out",400
"Bilal Kabab Corner,Nagawara",3.7,Nagawara,"Mughlai, Chinese, Dine-out",300
"Jai Karnataka Biryani Paradise,Nagawara",3.7,Nagawara,"North Indian, Dine-out",150
"Hariharan Tiffen Centre,Nagawara",3.7,Nagawara,"South Indian, Dine-out",200
"Udupas Veg Restaurant,Banaswadi",3.2,Banaswadi,"South Indian, North Indian, Dine-out",300
"The Lassi Park,Nagawara",3.3,Nagawara,"Juices, Desserts, Dine-out",200
"The Buffet Table,HSR",3.7,HSR,"North Indian, Pan Asian, Chinese, Italian, Continental, South Indian, Buffet, Delivery",1200
